年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2024/04/09,25,0.01,13.67,0.01,11.57,4.57,393450,167
2024/04/09,26,0.01,12.73,0.01,0.01,5.03,601550,200
2024/04/09,27,5.00,18.70,0.01,1.00,10.08,475350,165
2024/04/09,28,5.00,19.48,0.01,1.00,11.20,468250,160
2024/04/09,29,1.00,19.12,0.08,12.22,10.24,519600,151
2024/04/09,30,2.00,20.07,1.10,12.22,11.02,520950,172
2024/04/09,31,0.01,15.01,0.01,11.93,5.76,568200,232
2024/04/09,32,3.01,15.91,3.01,14.56,10.47,334450,180
2024/04/09,33,17.00,30.00,5.00,13.00,13.53,137550,144
2024/04/09,34,19.97,20.07,7.40,9.30,17.31,244500,153
2024/04/09,35,17.00,19.00,8.12,16.89,16.41,248300,152
2024/04/09,36,19.97,22.97,11.90,15.00,18.20,400550,194
2024/04/09,37,15.52,20.46,11.97,16.02,17.25,532800,215
2024/04/09,38,15.52,20.46,11.89,12.01,17.23,582000,203
2024/04/09,39,15.52,20.11,11.98,18.00,16.98,460550,191
2024/04/09,40,11.98,19.94,11.00,16.83,14.86,399550,185
2024/04/09,41,15.60,16.60,5.00,5.00,11.69,349150,157
2024/04/09,42,15.02,15.02,5.00,13.52,10.99,387950,152
2024/04/09,43,10.35,14.85,5.00,5.00,10.76,374800,151
2024/04/09,44,13.12,14.12,5.00,8.99,10.24,397950,145
2024/04/09,45,13.46,13.46,3.00,13.34,11.02,594450,230
2024/04/09,46,12.76,13.34,3.00,12.32,9.76,572450,215
2024/04/09,47,13.08,27.49,3.00,11.18,10.42,631300,222
2024/04/09,48,11.69,13.34,5.27,10.26,10.58,414750,130
2024/04/10,1,14.04,16.70,5.85,6.95,11.00,174850,52
2024/04/10,2,12.20,15.20,5.00,10.59,9.75,170250,53
2024/04/10,3,12.96,20.39,4.27,12.11,10.24,406700,128
2024/04/10,4,12.20,13.13,5.50,10.23,10.81,220450,57
2024/04/10,5,12.20,14.46,7.20,10.56,11.78,186450,46
2024/04/10,6,13.20,20.34,7.52,7.52,12.92,210150,50
2024/04/10,7,12.20,20.02,7.81,19.37,15.55,419000,100
2024/04/10,8,12.20,20.02,7.00,17.86,15.84,535200,144
2024/04/10,9,12.26,20.02,7.12,17.86,15.98,558950,128
2024/04/10,10,12.38,18.70,7.12,14.00,15.92,620650,131
2024/04/10,11,19.35,28.43,6.00,6.00,16.41,609450,141
2024/04/10,12,13.98,19.80,6.52,14.73,16.15,498350,130
2024/04/10,13,13.63,20.02,7.23,13.83,15.89,570750,148
2024/04/10,14,10.48,18.70,6.30,10.50,15.01,493200,129
2024/04/10,15,8.80,18.12,2.99,10.00,11.06,846800,169
2024/04/10,16,10.00,17.53,0.01,9.36,7.99,1047000,255
2024/04/10,17,9.37,18.46,0.01,2.50,7.04,1188500,293
2024/04/10,18,9.37,16.24,0.01,0.02,5.75,1313550,293
2024/04/10,19,8.76,19.50,0.01,0.87,6.02,1422100,337
2024/04/10,20,4.00,16.04,0.01,0.01,4.16,1652450,332
2024/04/10,21,0.01,15.50,0.01,0.01,3.56,1045300,189
2024/04/10,22,0.01,15.25,0.01,5.50,3.82,1155350,212
2024/04/10,23,0.01,13.88,0.01,0.01,3.05,1127800,225
2024/04/10,24,0.01,11.46,0.01,0.01,2.55,1297600,249
2024/04/10,25,0.01,12.53,0.01,0.01,2.69,1290250,282
2024/04/10,26,0.01,11.00,0.01,0.01,2.41,1296100,232
2024/04/10,27,0.01,13.54,0.01,0.01,3.69,1210850,257
2024/04/10,28,0.01,13.82,0.01,8.50,4.69,1183350,244
2024/04/10,29,0.01,17.43,0.01,9.25,4.64,1166900,282
2024/04/10,30,0.01,17.14,0.01,9.26,8.58,746250,234
2024/04/10,31,0.01,17.50,0.01,7.96,5.83,1541300,362
2024/04/10,32,4.00,17.43,0.01,7.00,6.16,1377950,352
2024/04/10,33,8.00,18.47,0.01,10.91,6.75,1077900,349
2024/04/10,34,12.65,16.86,6.85,12.60,13.23,390800,146
2024/04/10,35,7.62,17.43,7.62,15.00,16.09,437250,161
2024/04/10,36,19.50,20.00,11.89,19.40,19.12,825950,213
2024/04/10,37,42.18,42.18,13.50,14.72,19.07,986400,279
2024/04/10,38,19.97,20.47,12.43,12.70,18.89,1097450,290
2024/04/10,39,28.43,28.43,12.00,12.00,18.81,1170500,293
2024/04/10,40,19.97,20.07,10.98,12.99,18.04,1300750,334
2024/04/10,41,22.18,22.18,11.59,11.89,18.65,1009000,277
2024/04/10,42,18.09,19.09,10.37,11.60,17.41,833600,232
2024/04/10,43,17.48,18.43,10.50,13.48,16.96,567450,168
2024/04/10,44,17.68,17.90,9.50,12.60,16.10,533600,163
2024/04/10,45,17.68,17.89,5.50,13.40,13.31,554100,170
2024/04/10,46,13.56,16.66,5.70,13.40,11.68,509450,147
2024/04/10,47,12.27,15.29,7.40,12.37,12.96,437700,105
2024/04/10,48,13.53,14.33,4.26,5.38,12.09,578850,123
2024/04/11,1,5.40,12.20,5.40,12.20,9.73,269000,80
2024/04/11,2,4.17,12.20,4.17,10.83,7.24,325750,90
2024/04/11,3,4.17,12.37,4.17,12.37,7.62,347650,109
2024/04/11,4,7.02,12.20,4.17,7.27,7.05,313300,97
2024/04/11,5,6.45,12.37,5.75,12.36,9.32,270800,89
2024/04/11,6,6.92,12.45,5.90,12.44,9.19,271150,85
2024/04/11,7,7.52,12.20,6.01,11.11,8.88,228650,80
2024/04/11,8,7.52,12.39,5.92,11.15,8.79,436250,103
2024/04/11,9,7.02,12.38,5.12,12.20,8.94,450350,97
2024/04/11,10,6.85,13.40,5.76,12.20,8.94,455350,115
2024/04/11,11,13.11,13.40,6.00,10.10,9.16,377300,114
2024/04/11,12,13.34,13.74,5.76,12.00,9.24,431650,115
2024/04/11,13,10.98,12.20,5.92,12.20,10.02,321600,87
2024/04/11,14,7.67,12.20,6.15,9.32,10.89,400500,95
2024/04/11,15,9.68,12.20,4.53,10.49,10.70,503600,96
2024/04/11,16,9.55,12.20,4.12,12.20,9.09,219550,67
2024/04/11,17,11.69,12.20,1.90,12.20,5.76,308350,71
2024/04/11,18,13.55,13.55,1.90,6.49,4.61,253600,85
2024/04/11,19,11.13,12.25,1.25,4.08,6.32,301400,102
2024/04/11,20,9.87,12.20,0.90,9.77,8.76,209000,73
2024/04/11,21,9.72,10.21,0.10,9.72,5.93,140250,74
2024/04/11,22,0.01,11.38,0.01,7.48,6.72,230300,98
2024/04/11,23,0.01,10.20,0.01,10.00,6.29,316900,121
2024/04/11,24,0.01,11.30,0.01,0.10,4.40,225250,115
2024/04/11,25,0.01,10.21,0.01,9.45,4.66,242700,115
2024/04/11,26,0.01,11.33,0.01,9.53,4.53,216100,106
2024/04/11,27,0.30,11.17,0.01,9.62,5.69,207900,77
2024/04/11,28,0.50,10.12,0.50,6.85,6.14,92600,71
2024/04/11,29,11.37,13.27,1.90,10.57,9.52,213900,106
2024/04/11,30,11.64,14.74,3.88,9.33,10.69,298450,115
2024/04/11,31,8.09,12.59,5.87,6.70,10.62,323450,124
2024/04/11,32,9.85,12.20,6.51,7.63,10.08,271950,119
2024/04/11,33,13.32,13.32,6.51,10.28,11.17,384450,120
2024/04/11,34,7.91,13.42,6.51,8.08,11.64,263750,92
2024/04/11,35,14.52,15.00,6.51,8.12,12.10,251400,95
2024/04/11,36,10.91,17.50,9.51,11.25,14.48,288150,134
2024/04/11,37,19.70,19.70,12.69,14.89,15.13,467250,170
2024/04/11,38,17.56,17.67,12.49,12.87,14.58,497650,135
2024/04/11,39,12.37,15.96,11.97,14.27,13.76,284300,99
2024/04/11,40,11.89,18.72,11.89,13.40,12.96,231350,105
2024/04/11,41,12.78,13.48,11.77,12.80,12.76,295350,117
2024/04/11,42,12.49,13.41,8.72,12.53,12.31,677200,171
2024/04/11,43,12.35,13.41,9.23,11.54,12.34,761750,160
2024/04/11,44,11.54,13.41,8.00,10.75,11.46,776450,181
2024/04/11,45,11.00,105.29,9.63,10.58,16.37,506650,130
2024/04/11,46,10.07,12.20,9.34,9.34,10.86,483950,120
2024/04/11,47,10.30,12.30,6.95,9.05,10.46,519200,168
2024/04/11,48,9.66,12.20,5.91,8.88,9.99,376400,134
2024/04/12,1,10.20,11.13,5.44,5.44,6.75,112250,54
2024/04/12,2,10.08,10.70,6.12,8.04,7.53,130150,50
2024/04/12,3,9.87,10.74,6.12,8.03,7.67,130450,50
2024/04/12,4,10.20,10.64,6.12,7.62,7.51,124250,47
2024/04/12,5,10.29,10.79,6.56,6.56,8.57,66350,50
2024/04/12,6,10.77,10.77,9.02,10.56,10.04,33150,36
2024/04/12,7,10.90,11.01,10.00,10.83,10.29,118900,51
2024/04/12,8,11.23,11.93,6.00,11.75,9.56,364750,96
2024/04/12,9,10.54,11.80,6.00,11.80,9.85,347150,89
2024/04/12,10,10.61,11.61,6.00,10.91,8.57,299200,81
2024/04/12,11,10.69,12.69,6.00,10.83,9.59,331400,96
2024/04/12,12,10.15,11.26,8.00,11.04,9.80,86900,53
2024/04/12,13,10.44,10.74,9.25,10.43,10.07,43900,41
2024/04/12,14,9.96,10.85,9.25,9.46,10.48,221000,69
2024/04/12,15,7.80,10.74,7.20,9.99,9.73,213500,79
2024/04/12,16,3.50,10.82,3.00,4.10,6.51,425200,124
2024/04/12,17,0.01,9.63,0.01,4.10,2.79,660000,228
2024/04/12,18,0.01,9.72,0.01,8.50,2.64,859800,248
2024/04/12,19,0.01,12.02,0.01,9.52,3.34,1117800,301
2024/04/12,20,0.01,14.00,0.01,2.88,3.64,1545850,356
2024/04/12,21,1.50,11.53,0.01,2.00,3.74,1049800,230
2024/04/12,22,0.01,11.08,0.01,0.11,3.09,992400,236
2024/04/12,23,0.01,11.00,0.01,0.10,1.53,920000,229
2024/04/12,24,0.01,13.41,0.01,1.68,2.20,1282900,270
2024/04/12,25,0.01,9.62,0.01,0.01,1.30,1381450,260
2024/04/12,26,0.01,9.66,0.01,0.11,1.23,1487800,296
2024/04/12,27,0.11,10.35,0.01,0.11,1.36,957900,274
2024/04/12,28,1.50,7.68,0.01,5.00,2.37,953150,247
2024/04/12,29,2.00,10.14,0.01,8.92,2.54,868600,277
2024/04/12,30,0.11,9.72,0.01,9.51,2.44,680600,279
2024/04/12,31,2.00,8.12,0.01,8.12,2.58,926550,275
2024/04/12,32,1.02,9.93,0.02,0.53,3.22,595850,186
2024/04/12,33,2.00,11.07,0.09,10.37,3.82,604900,180
2024/04/12,34,9.28,11.82,5.26,6.28,6.93,207400,93
2024/04/12,35,12.41,15.41,7.32,8.02,10.36,177400,89
2024/04/12,36,15.75,16.65,9.90,11.36,12.00,172750,94
2024/04/12,37,13.76,14.50,10.46,13.75,12.57,317000,117
2024/04/12,38,14.26,15.40,10.30,13.59,12.54,361100,110
2024/04/12,39,14.58,14.58,10.47,13.76,12.74,369750,111
2024/04/12,40,12.10,13.50,10.20,11.55,11.62,380950,104
2024/04/12,41,14.26,16.26,10.20,15.00,12.15,413700,157
2024/04/12,42,12.00,13.66,10.74,11.89,12.23,254400,121
2024/04/12,43,11.21,13.47,10.21,12.03,11.24,252800,92
2024/04/12,44,10.50,11.80,10.40,10.74,11.17,123050,79
2024/04/12,45,12.50,14.80,7.59,14.80,11.31,221900,128
2024/04/12,46,10.93,11.53,6.20,10.09,10.10,188700,113
2024/04/12,47,10.40,12.50,9.50,12.50,10.78,248850,108
2024/04/12,48,9.87,11.29,9.27,10.95,10.35,306650,139
2024/04/13,1,10.42,17.64,8.50,12.49,14.31,156450,68
2024/04/13,2,10.22,15.00,8.50,12.70,13.72,154900,49
2024/04/13,3,10.19,15.00,8.50,11.43,13.00,153450,54
2024/04/13,4,10.22,14.61,8.50,10.71,12.94,171650,53
2024/04/13,5,10.22,18.48,8.50,13.58,13.67,210250,71
2024/04/13,6,10.00,15.91,9.40,13.80,14.26,164600,70
2024/04/13,7,13.60,18.87,7.00,13.48,11.61,446400,109
2024/04/13,8,13.60,18.97,9.75,12.11,13.28,347700,83
2024/04/13,9,10.42,16.23,9.82,11.42,13.41,347100,79
2024/04/13,10,16.00,16.00,9.82,11.18,13.22,345750,76
2024/04/13,11,10.42,16.83,8.50,10.77,12.48,578850,126
2024/04/13,12,13.60,16.48,6.99,10.25,10.78,718050,144
2024/04/13,13,0.01,15.01,0.01,7.30,10.86,467300,111
2024/04/13,14,10.00,12.72,8.42,9.83,10.66,344150,80
2024/04/13,15,0.01,15.00,0.01,10.49,10.21,659400,138
2024/04/13,16,3.30,10.21,3.10,3.10,6.77,573000,144
2024/04/13,17,0.01,9.27,0.01,0.50,2.95,528750,135
2024/04/13,18,1.00,3.00,0.01,2.72,1.58,614300,143
2024/04/13,19,0.01,3.00,0.01,1.00,1.31,675950,197
2024/04/13,20,0.01,3.00,0.01,0.11,0.96,1204350,285
2024/04/13,21,0.01,1.50,0.01,0.01,0.49,1171250,295
2024/04/13,22,0.01,1.01,0.01,1.00,0.32,1289950,315
2024/04/13,23,0.01,1.00,0.01,0.01,0.24,1213400,295
2024/04/13,24,0.01,1.00,0.01,0.01,0.24,1317350,306
2024/04/13,25,0.01,1.00,0.01,0.01,0.17,1217400,258
2024/04/13,26,0.01,1.00,0.01,0.01,0.17,1204950,269
2024/04/13,27,0.01,1.11,0.01,0.01,0.20,1154350,272
2024/04/13,28,0.01,1.51,0.01,0.01,0.34,1173300,297
2024/04/13,29,0.01,4.31,0.01,0.11,0.88,1205950,343
2024/04/13,30,0.01,3.16,0.01,0.11,1.07,913200,276
2024/04/13,31,0.01,8.60,0.01,1.00,1.32,808400,253
2024/04/13,32,0.09,9.21,0.09,5.71,2.86,506950,169
2024/04/13,33,0.59,9.53,0.09,9.52,4.93,548850,165
2024/04/13,34,5.00,14.91,4.30,6.00,8.62,285700,146
2024/04/13,35,8.16,16.00,7.65,11.93,13.79,408850,183
2024/04/13,36,9.60,18.81,8.60,10.24,14.45,584800,215
2024/04/13,37,15.00,17.99,9.44,15.50,14.11,841100,212
2024/04/13,38,15.00,17.94,9.69,10.19,13.42,878100,192
2024/04/13,39,15.00,17.56,9.90,16.43,13.45,786350,192
2024/04/13,40,15.00,18.50,9.29,10.77,13.65,716750,207
2024/04/13,41,15.00,17.94,10.79,10.91,14.40,404500,143
2024/04/13,42,15.00,17.94,9.78,10.20,14.78,436900,197
2024/04/13,43,11.00,18.48,7.11,9.96,13.16,596650,218
2024/04/13,44,11.00,15.13,7.50,9.40,10.21,294900,156
2024/04/13,45,10.42,15.60,7.50,13.48,11.52,439650,168
2024/04/13,46,10.08,15.05,7.50,12.56,11.11,391700,149
2024/04/13,47,9.60,14.30,8.60,12.21,12.30,193250,110
2024/04/13,48,8.59,13.60,8.09,9.09,11.57,333900,137
2024/04/14,1,11.60,11.60,8.90,11.33,10.46,40350,35
2024/04/14,2,5.29,10.72,5.29,7.95,9.44,118650,52
2024/04/14,3,7.28,10.99,7.28,10.10,9.67,169600,54
2024/04/14,4,7.29,11.07,6.89,7.10,8.48,196700,53
2024/04/14,5,10.43,11.21,5.75,10.91,9.08,203550,59
2024/04/14,6,12.00,12.00,8.60,10.57,9.97,301600,57
2024/04/14,7,11.67,11.77,8.30,10.10,10.20,482350,76
2024/04/14,8,9.77,12.10,8.30,9.96,10.19,478000,66
2024/04/14,9,9.77,11.54,8.30,9.96,10.13,541500,76
2024/04/14,10,12.45,12.45,8.79,10.11,10.24,490600,68
2024/04/14,11,9.77,11.54,8.79,9.77,10.40,351150,70
2024/04/14,12,9.72,11.10,8.72,9.72,10.02,476600,83
2024/04/14,13,0.01,10.61,0.01,9.61,9.50,564950,97
2024/04/14,14,0.01,10.10,0.01,9.39,8.96,566700,142
2024/04/14,15,0.01,8.94,0.01,0.99,3.36,379500,107
2024/04/14,16,0.01,5.11,0.01,5.11,0.76,249450,129
2024/04/14,17,0.01,1.00,0.01,0.11,0.28,519350,143
2024/04/14,18,0.01,2.50,0.01,0.10,0.47,687450,146
2024/04/14,19,0.01,2.30,0.01,0.11,0.46,814100,146
2024/04/14,20,0.01,2.00,0.01,0.01,0.41,608400,124
2024/04/14,21,0.01,1.80,0.01,0.01,0.31,592950,120
2024/04/14,22,0.01,1.80,0.01,0.01,0.26,685700,128
2024/04/14,23,0.01,3.00,0.01,3.00,0.32,662200,132
2024/04/14,24,0.01,2.01,0.01,2.01,0.30,674450,131
2024/04/14,25,0.01,3.00,0.01,3.00,0.42,652700,139
2024/04/14,26,0.01,3.00,0.01,3.00,0.45,622850,137
2024/04/14,27,0.01,3.00,0.01,0.01,0.47,576850,150
2024/04/14,28,0.01,3.00,0.01,0.01,0.37,931300,194
2024/04/14,29,0.01,3.00,0.01,0.01,0.47,911050,199
2024/04/14,30,0.01,3.00,0.01,0.01,0.58,634300,172
2024/04/14,31,0.01,2.87,0.01,0.01,1.08,454250,123
2024/04/14,32,0.01,7.82,0.01,0.01,1.75,371850,128
2024/04/14,33,0.01,9.23,0.01,0.01,2.31,469600,146
2024/04/14,34,0.01,13.19,0.01,10.06,5.26,792700,206
2024/04/14,35,11.50,12.00,3.00,3.00,8.23,444950,99
2024/04/14,36,35.84,35.84,7.27,7.28,10.38,475250,114
2024/04/14,37,13.50,17.57,8.40,9.91,11.98,546850,111
2024/04/14,38,13.00,17.48,8.99,10.00,11.32,627850,119
2024/04/14,39,10.29,11.78,9.00,10.29,10.20,323150,85
2024/04/14,40,11.13,12.00,8.00,10.10,10.05,403800,94
2024/04/14,41,11.00,12.13,8.84,9.73,10.35,335650,99
2024/04/14,42,10.68,11.69,4.00,10.67,9.01,212150,79
2024/04/14,43,10.10,11.35,6.61,11.00,9.57,289650,96
2024/04/14,44,10.10,11.10,6.98,10.68,9.97,599500,148
2024/04/14,45,9.00,11.31,7.50,7.50,9.77,448800,120
2024/04/14,46,10.89,10.99,4.00,8.09,9.45,544100,162
2024/04/14,47,7.67,11.14,7.67,7.77,9.42,237150,123
2024/04/14,48,7.30,10.98,7.30,9.98,10.09,213300,77
2024/04/15,1,6.20,12.00,0.01,0.01,6.25,310150,93
2024/04/15,2,13.50,13.50,0.01,0.01,5.03,403650,75
2024/04/15,3,13.50,13.50,0.01,0.01,5.47,449550,83
2024/04/15,4,10.55,10.55,0.01,0.01,5.34,434800,89
2024/04/15,5,10.12,10.62,0.01,0.01,4.42,384500,70
2024/04/15,6,8.98,10.67,0.01,0.01,7.06,252550,64
2024/04/15,7,7.50,10.75,7.20,7.20,8.71,119400,55
2024/04/15,8,7.49,10.65,7.28,7.39,8.95,124850,53
2024/04/15,9,11.33,11.44,5.35,6.07,6.77,80150,36
2024/04/15,10,12.89,13.10,5.47,6.07,6.89,80000,39
2024/04/15,11,14.61,14.61,7.29,13.61,13.47,107800,21
2024/04/15,12,7.79,13.49,7.18,7.28,8.21,122000,28
2024/04/15,13,11.24,11.44,6.74,8.51,7.98,129000,27
2024/04/15,14,10.10,10.86,5.47,10.06,7.31,149100,47
2024/04/15,15,9.56,10.49,5.27,9.59,8.42,171800,41
2024/04/15,16,9.48,11.38,5.17,8.30,8.32,237350,106
2024/04/15,17,8.88,10.11,5.91,8.89,8.81,625150,166
2024/04/15,18,5.47,10.48,0.01,8.86,8.22,268700,82
2024/04/15,19,8.83,10.10,0.01,8.21,8.88,285900,93
2024/04/15,20,8.79,10.11,0.01,9.00,4.36,334900,118
2024/04/15,21,8.73,10.11,0.01,7.50,5.76,178400,80
2024/04/15,22,0.01,10.11,0.01,6.00,4.26,304750,110
2024/04/15,23,1.50,15.00,0.01,15.00,4.86,518750,150
2024/04/15,24,8.50,15.00,0.01,15.00,5.04,349600,154
2024/04/15,25,0.01,10.11,0.01,0.01,3.54,873300,247
2024/04/15,26,8.07,10.11,0.01,3.00,3.46,702150,198
2024/04/15,27,9.31,10.31,0.01,8.09,4.78,355150,117
2024/04/15,28,9.56,10.56,0.01,5.27,5.12,173250,107
2024/04/15,29,10.01,10.11,0.01,0.01,7.69,213100,98
2024/04/15,30,5.22,10.01,1.41,9.40,7.85,51000,87
2024/04/15,31,10.09,10.58,3.00,7.28,7.44,97450,86
2024/04/15,32,10.43,10.43,7.10,9.10,9.28,177150,104
2024/04/15,33,12.00,13.50,7.87,8.00,9.70,180800,103
2024/04/15,34,13.87,15.87,6.57,15.87,10.29,265450,116
2024/04/15,35,15.00,16.00,8.00,8.00,11.40,282950,136
2024/04/15,36,15.13,15.13,8.27,10.09,11.09,328400,130
2024/04/15,37,15.50,15.50,8.48,9.09,11.50,323000,112
2024/04/15,38,15.14,15.25,9.09,9.21,11.77,305750,103
2024/04/15,39,14.46,15.07,9.09,13.11,11.39,250550,93
2024/04/15,40,14.46,14.77,8.81,8.92,11.34,247750,97
2024/04/15,41,13.36,15.01,9.00,9.10,11.01,196300,81
2024/04/15,42,13.07,14.59,8.11,8.21,10.40,179450,76
2024/04/15,43,13.41,13.41,8.00,11.64,9.43,195600,79
2024/04/15,44,10.45,11.95,7.73,10.73,9.53,228800,82
2024/04/15,45,11.26,12.59,7.28,8.28,9.49,193450,79
2024/04/15,46,11.06,11.46,7.00,8.00,9.61,233300,86
2024/04/15,47,11.61,12.72,6.99,12.30,8.88,169150,90
2024/04/15,48,10.40,11.40,5.00,7.00,9.79,451850,144
2024/04/16,1,10.50,11.90,4.77,10.20,9.90,320150,97
2024/04/16,2,4.50,10.17,4.50,9.97,8.41,412250,139
2024/04/16,3,10.00,11.68,2.50,9.91,7.26,493950,137
2024/04/16,4,4.50,10.50,4.50,10.15,8.51,477100,145
2024/04/16,5,4.77,11.69,4.77,7.16,9.16,346850,114
2024/04/16,6,6.00,11.86,5.99,9.86,10.32,211800,92
2024/04/16,7,10.40,10.50,6.20,10.29,10.07,254800,120
2024/04/16,8,9.84,11.73,7.29,9.73,10.74,180600,80
2024/04/16,9,10.00,11.73,7.50,8.00,10.49,228600,84
2024/04/16,10,9.72,11.72,7.44,8.44,10.94,350900,117
2024/04/16,11,10.02,12.02,8.01,8.22,11.37,194700,82
2024/04/16,12,9.86,11.86,7.90,9.96,10.89,191450,88
2024/04/16,13,9.86,11.86,7.50,10.20,10.94,168750,62
2024/04/16,14,9.32,10.61,7.30,10.20,10.16,120600,50
2024/04/16,15,9.22,11.00,6.61,11.00,9.28,201900,76
2024/04/16,16,9.14,10.50,5.27,10.50,9.59,168350,64
2024/04/16,17,9.10,10.61,6.26,8.92,9.43,154500,56
2024/04/16,18,10.00,10.20,5.26,5.26,9.72,248700,99
2024/04/16,19,8.15,10.21,2.90,2.99,7.52,59950,42
2024/04/16,20,6.01,10.97,1.05,5.93,4.58,251250,91
2024/04/16,21,3.00,10.21,2.69,2.69,4.77,65450,44
2024/04/16,22,9.70,10.21,0.40,10.21,3.54,300350,105
2024/04/16,23,9.56,10.21,0.90,10.21,4.16,312200,112
2024/04/16,24,1.00,10.21,0.60,0.60,4.03,496100,126
2024/04/16,25,0.01,10.21,0.01,9.69,4.02,342900,128
2024/04/16,26,0.01,10.21,0.01,9.70,3.55,343400,145
2024/04/16,27,1.00,10.21,0.49,0.49,4.96,414750,119
2024/04/16,28,1.00,10.21,0.49,0.49,5.43,387750,138
2024/04/16,29,10.00,10.78,2.14,10.44,8.76,379950,186
2024/04/16,30,14.43,14.43,3.30,10.32,9.77,441750,159
2024/04/16,31,10.00,10.80,2.85,2.89,7.05,159500,99
2024/04/16,32,10.62,11.56,6.50,7.33,10.18,370500,143
2024/04/16,33,13.37,13.59,6.30,6.30,11.08,195950,124
2024/04/16,34,14.76,14.96,6.80,7.73,13.14,162100,109
2024/04/16,35,14.50,15.00,7.72,7.73,13.60,143300,103
2024/04/16,36,14.76,14.96,7.89,8.00,13.82,124150,90
2024/04/16,37,14.76,15.26,10.00,10.03,13.28,159100,98
2024/04/16,38,14.76,15.26,5.99,5.99,10.77,318150,155
2024/04/16,39,14.76,15.26,5.99,12.53,12.76,288050,126
2024/04/16,40,14.76,15.26,5.99,9.72,11.37,359400,126
2024/04/16,41,13.43,13.93,5.99,9.97,9.33,259450,125
2024/04/16,42,13.42,13.92,7.00,9.99,9.96,164750,95
2024/04/16,43,12.79,14.21,7.00,8.67,10.28,182250,89
2024/04/16,44,11.30,12.30,8.00,11.19,11.36,115550,73
2024/04/16,45,12.45,13.16,7.66,12.36,9.46,155950,117
2024/04/16,46,10.26,11.40,7.30,7.40,10.78,182350,97
2024/04/16,47,10.27,11.40,7.27,7.38,10.97,223900,96
2024/04/16,48,4.77,11.86,4.77,7.27,9.03,369500,165
2024/04/17,1,12.69,12.69,5.27,7.27,8.52,65800,43
2024/04/17,2,10.73,10.73,5.00,10.51,6.90,122750,59
2024/04/17,3,10.58,10.58,4.99,4.99,8.38,308100,128
2024/04/17,4,10.67,10.68,5.01,10.68,6.70,106400,54
2024/04/17,5,10.76,10.76,5.27,10.76,8.71,294400,103
2024/04/17,6,10.87,10.87,5.27,10.87,8.07,164100,61
2024/04/17,7,11.26,11.26,6.90,11.25,7.22,82800,32
2024/04/17,8,11.61,11.61,7.28,11.39,9.39,83250,54
2024/04/17,9,10.70,10.70,7.19,10.69,7.65,47000,30
2024/04/17,10,10.89,10.89,7.19,10.89,7.87,45400,30
2024/04/17,11,11.61,11.61,7.77,7.86,10.64,14650,35
2024/04/17,12,11.11,11.11,7.56,7.65,10.13,13350,35
2024/04/17,13,10.48,10.60,7.18,7.38,9.22,9900,20
2024/04/17,14,10.31,10.32,3.00,9.91,4.98,103000,53
2024/04/17,15,10.49,10.50,0.01,0.50,1.64,503000,164
2024/04/17,16,10.24,10.35,0.01,9.24,2.32,568900,174
2024/04/17,17,9.86,10.86,0.01,0.01,2.34,602200,153
2024/04/17,18,9.52,11.52,0.01,10.13,4.05,1033350,257
2024/04/17,19,8.86,11.86,0.01,9.20,2.86,1044000,203
2024/04/17,20,8.44,11.44,0.01,0.11,2.90,1149450,188
2024/04/17,21,4.94,10.54,0.01,7.84,2.84,792650,197
2024/04/17,22,4.00,10.20,0.01,7.10,2.48,791200,210
2024/04/17,23,0.01,10.41,0.01,0.01,1.81,744850,170
2024/04/17,24,0.01,10.21,0.01,0.09,2.37,846650,171
2024/04/17,25,0.01,10.00,0.01,6.92,2.01,1221400,208
2024/04/17,26,1.02,10.20,0.01,0.01,2.14,1293650,237
2024/04/17,27,0.01,11.07,0.01,8.96,2.44,772250,191
2024/04/17,28,0.01,11.83,0.01,7.10,4.28,721100,189
2024/04/17,29,7.50,12.43,0.01,10.08,4.46,656950,187
2024/04/17,30,0.01,12.61,0.01,0.11,5.23,547200,181
2024/04/17,31,8.42,10.21,0.01,1.11,2.91,806250,210
2024/04/17,32,10.06,11.00,0.49,2.50,3.94,528600,173
2024/04/17,33,12.45,12.46,0.49,12.45,3.32,469400,155
2024/04/17,34,5.27,13.83,5.27,12.83,10.29,63350,84
2024/04/17,35,12.55,13.56,7.62,12.55,11.43,47350,53
2024/04/17,36,14.05,14.16,7.87,14.04,13.69,109300,67
2024/04/17,37,14.05,15.15,8.19,8.19,13.95,162250,80
2024/04/17,38,14.05,15.15,8.21,11.49,12.60,236400,105
2024/04/17,39,14.05,14.80,8.20,8.20,14.11,163800,77
2024/04/17,40,14.05,14.65,8.18,10.18,13.32,184850,95
2024/04/17,41,11.06,13.43,10.56,10.66,11.49,125500,97
2024/04/17,42,10.67,13.42,9.00,12.98,12.01,167200,97
2024/04/17,43,12.37,13.37,8.88,10.11,11.24,156150,116
2024/04/17,44,10.00,11.40,8.57,10.51,10.46,182550,78
2024/04/17,45,11.74,11.74,7.90,11.52,10.26,85300,69
2024/04/17,46,10.28,10.28,8.00,10.07,10.07,220950,89
2024/04/17,47,9.97,11.86,8.00,9.86,10.06,118700,85
2024/04/17,48,9.63,11.52,7.62,7.73,10.10,119200,76
